"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X19.1","X20.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2","X12.2","X13.2","X14.2","X15.2","X16.2","X17.2","X18.2","X19.2","X20.2","X1.3","X2.3","X3.3","X4.3","X5.3","X6.3","X7.3","X8.3","X9.3","X10.3","X11.3","X12.3","X13.3","X14.3","X15.3","X16.3","X17.3","X18.3","X19.3","X20.3","X1.4","X2.4","X3.4","X4.4","X5.4","X6.4","X7.4","X8.4","X9.4","X10.4","X11.4","X12.4","X13.4","X14.4","X15.4","X16.4","X17.4","X18.4","X19.4","X20.4"
"1",0.215659243463706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476127186611341,0,0,0,0,0,0,0,0.0410768024213216,0,0,0,0,0,0,0,0,0,0,0,-0.0636366646415111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591019093042938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334605471866852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11884207967885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031336032976929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359014827478177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870739273037028,0
"4",0,0,0,-0.35616548557048,-0.0370217977067222,0,0,0,0,0,0.051282562232018,0,0,0,0.293046786625641,0,0,0,0,0.03204337274052,0,0,0,0.0444024865452814,0,0,0,0,0,0,0,0,0,0,-0.0686464692998667,0,0,0,0,0,0,0,0,-0.127679673393085,0,0,0,0,0,0,0,0,0,0,0.147761960859278,0,0,0,0,0,0,0,0,-0.106557360791443,0,0,0,0,0,0,0,0,0,0,0.163397649482784,0,0.0415013039386331,0,0,-0.0363762408426397,0,0,0,-0.187790280014736,0.0208703387660064,0,0,0,0,0,0.0323851338659676,0,0,0,0.168519340858584,0,-0.0447822492074057,0,0,-0.0515795633557856
"5",0,0,0,0,-0.0841698130700328,0,0,0,-0.126384279784027,0,0,0,0,0,0.251455018449481,0.0777612450500899,0.144276266604543,0.21711309352409,0,0.157608418192948,0,0,0,0,-0.0727774618507844,0,0,0,0,0,0,0,0,0.0301433519066757,-0.183426043663969,-0.07971138293986,-0.0598968232392451,-0.0247987313781059,0,0.0515183663935209,0,0,0,0,-0.0836488149348313,0,0,0,0.328939140052674,0,0,0,0,0.0630516413012045,-0.145939640958998,0.121048084269889,-0.104975216693487,0.118515933549479,0,0.280269314951408,0,0,0,0,-0.0834430100508993,0,0,0,-0.351019327031041,0,0,0,0,0.0391264079339851,0.247769623019184,0.113940742118564,0.152119165601096,-0.121206523934914,0,-0.199175717502141,0,0,0,0,-0.0955355832591746,0,0,0,-0.0760332889205302,0,0,0,0,0,0,0.0394752775089565,0.0867875187487599,0,0,0.220916101631416
"6",0,0,0,0,-0.203244550195012,0,0,0,0,0,0,0,0,0,0.0587145499109093,0,0,0,0,0,0,0,0,0,-0.0522916649478287,0,0,0,0,0,0,0,0,0,-0.0629191910598044,-0.0336724924901734,0,0,0,0,0,0,0,0,0,0.0405919143044128,0,0,-0.0265113289801635,0,0,0,0,-0.0251587148193835,0.0349460817255213,-0.0302284934690096,0,-0.0562860794822449,0,0,0,0,0,0,0.0436362709653066,0,0,0,0.0331213512605866,0,0,0,0,0,-0.0358929329082781,-0.0394850909912024,0,0.0239551528068631,0,0,0,0,0,0,0.0841318135184231,-0.0324868417827269,0,0,0.0307505648500941,0,0,0,0,0,0.0848800599087038,-0.0372099397622904,0,0.0519908002997773,0,0
"7",0,0,0,0,0,0,-0.536690964755141,0,0,0,0,0,0,0,0,0,0,0,-0.216101964325945,0,0,0,0,0,0,0,-0.370464993717288,0,0,0,0,0,0,0,0,0,0,0.0919074606757634,0.034642119365078,0,0,0,0,0,0,0,0.0617426907078004,0,0,0,0,0,0,0,0,0,0,-0.165627079418906,0,0,0,0,0,0,0,0,-0.0698535557089437,0,0,0,0,0,0,0.0292557421286934,0,0,0,-0.15269745090339,-0.0378620198137331,0,0,0,0,0,0,0,0.0765089832678316,0,0,0,0,0,0,0,0,0,0,0.0774970248879721,0.142701193922646,0
"8",0,0,0,0,0,-0.177714099618335,0,0,0,0,0,0,0,0,0,0,0,0.0599476345732017,0,0,0,0,0,0,0,-0.0598432515366409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518899282502255,0,0,0,0,0,0,0,0,0,0,0,-0.0236426352225127,0,0,0,0,0,0,0,0.0275607300802695,0,0,0,0,0,0,0,0,0,0,0,-0.0546733087347347,0,0,0,0,0,0,0,0.0698150094628724,0,0,0,0,0,0,0,0,0,0,0,-0.0242340120323898,0,0
"9",0,0,0,0,-0.0578689149011508,0,0,0,-0.404828320237589,0,0,0,0,0.0402893519183557,0.049317745809199,0.0503194287057318,0,0,0,0.282594286661516,0,0,0,0,0.0331309206286744,0,0,0,-0.0560872099930442,0,0,0,0,0,-0.0371363345928026,0.0271045362415203,0,0,0,-0.0278705729022537,0,0,0,0,0.122133761391755,0,0,0,-0.394092809720716,0,0,0,0,-0.0557932602610493,0.135156950739702,-0.0724852504238392,0,0,0,-0.114776559920443,0,0,0,0,-0.0809501281777565,0,0,0,-0.225673227349859,0,0,0,0,0,0.0536811012099709,0.0651504210755701,0,0,0,-0.28840146289622,0,0,0,0,-0.0372567313975779,0,0,0,-0.166071974534771,0,0,0,0,0,-0.0979626556797506,0.0311715318370932,0,0,0,0.2906890308445
"10",0,0,0.0685498401038554,0,0,0,0,0,0,0.140285549102337,0,0,0,0,0,-0.138405695904525,0.0471208966445515,-0.0411338675122283,0,0,0,0,0.0334387859350744,0,0,0,0,0,0,-0.035523980496507,0,0,0,0,0,0.240495305800481,0.0581716085800307,0,0,0,0,0,0.0618586515524614,0,0,0,0,0,0,0,0,0,0,0,0,0.0332735992339619,-0.130126469218049,0,0,0,0,0,-0.0611430691582845,0,0,0,0,0,0,0,0,0,0,0,0,-0.0925215162077534,-0.0681838842255808,0,0,0,0,0,0.050159361615071,0,0,0,0,0,0,0.0459836244483497,0,0,0,0,0,0.0348822769827793,0.109941745410188,0,0,0
