1.374593,-1.38639,-2.589553,1.389132,3.016231,-0.2890197,-0.6591626,0.4523454,0.2795412,1.043682,-0.02719918,-1.549801,0.9914116,-0.4537171,-0.4118064,0.9619386,1.746518,0.1273493,0.5124444,1.888073,0.05926158,1.042422,1.243917,0.4963295,0.376641,1.486867,1.227565,-0.4560438,-1.356954,-1.415954,-0.7778709,-1.559636,-0.2497469,1.465885,1.66316,0.07708462,-1.895797,-0.9603589,-1.098117,-0.02979563,-0.3104933,-0.547214,-1.647566,1.154123,-1.435529,-0.1292766,0.5313827,-2.445013,-1.293656,1.014893,-0.8644465,-1.459998,-0.7627262,0.07173981,-0.3932044,1.237748,-0.8929285,-0.1888504,0.2762285,-2.415102,1.616385,3.193273,0.6214766,-0.5462579,-0.188011,1.496999,-1.414897,1.057634,0.5445678,0.4724822,-0.7611933,-0.8123441,0.02378066,0.2020352,-0.9749694,0.7801079,-0.8027922,-0.2120195,-0.8858275,-0.6950139,1.102456,-1.502752,-0.4657315,-1.199268,0.7836546,0.8665273,1.829194,1.559198,1.44592,-1.13107,1.287195,0.2438728,-0.268992,0.07081915,0.7753327,1.932736,-2.754207,-2.760581,-1.295935,1.510637
1.123621,-2.756058,5.344183,-0.4464561,0.05412672,-1.405571,-2.191374,0.08466403,-2.074551,0.9543518,0.7398258,0.2306876,-0.08931448,-0.2857682,-1.992699,1.75832,0.4602928,-0.4278059,2.475008,-1.326236,0.9910203,-1.58245,-0.9465225,0.3280849,-1.344138,1.392547,-1.480848,0.7474904,-0.6295387,1.793284,1.027081,-0.8507459,0.2974309,-0.6310614,-0.3138989,1.176399,-1.452897,0.9424195,-0.2965467,1.707243,-2.75806,-0.4305694,1.000311,0.8713658,-2.392305,1.926453,0.07288961,0.1141602,-1.039008,0.813302,-2.052792,-0.712266,-0.1919804,1.863737,-1.085012,1.240476,-1.154944,3.219383,0.7028334,1.578449,0.4302809,-0.3479724,-1.458902,1.62587,-0.5932626,-0.4728175,-0.1896422,0.8092352,2.599652,0.1530409,0.08567864,1.209394,0.6122177,-0.05896844,0.737808,1.853999,-0.4664959,0.03872918,-0.640272,-1.738554,1.655564,-2.93433,1.083011,1.122719,1.154559,-1.686025,-0.5486175,-1.526315,-2.172514,0.3567067,-0.7029782,0.1573152,-0.3396292,1.746771,-1.499437,-2.872571,-1.778264,2.280519,1.963791,-2.339322
0.8569202,-0.9110707,2.242596,-4.879625,6.80233,-3.241751,3.440489,-1.08339,-0.3999989,2.380515,-1.414927,-0.2350091,0.3825329,0.04088066,0.07637725,0.4637601,-1.540037,0.1656126,-0.3270259,-1.59858,-0.57787,-1.141958,1.096238,0.4175636,-1.270954,0.6624018,-1.900304,2.553498,-2.149404,1.61469,-0.6501178,1.043686,0.4875208,0.7488607,-0.5926167,0.9811381,-0.6553442,1.293388,-0.5554115,1.945902,-2.016873,2.330664,1.067738,0.1617897,0.2100833,0.7017509,-0.4631401,-0.07393979,-1.459363,-0.8812062,-0.8927256,2.616489,-0.6448261,2.427964,-3.181482,2.79413,-0.8884616,2.007644,-2.482849,-0.811296,-1.524344,2.345958,-0.0815401,0.5984339,-2.043387,0.5514791,-0.9217578,0.957463,0.1336965,-0.3907948,-0.4620901,-1.481334,-0.02000462,0.940546,-0.2338973,-0.2129331,-1.289729,0.04545892,-2.72314,1.28208,-0.1284095,-0.6178589,1.651252,-2.010901,-0.9414558,-1.685375,1.160082,-2.749395,2.737349,-2.117395,0.8291759,1.941798,-2.265136,-0.72948,-2.11778,2.904198,0.6797445,1.981051,-0.6276366,1.54242
0.1342308,0.1919058,-1.832922,-0.6965955,0.02119794,0.1260872,0.1096898,-1.443559,1.511764,-0.3578496,-2.096229,0.6413484,-1.623986,-1.046235,-1.182263,-1.299892,-2.539457,-2.134624,-1.091749,-1.251926,-1.982852,0.8983497,-0.24141,-0.9827257,1.309785,0.7976115,1.546211,-0.8984603,1.189109,-2.189039,-1.276648,2.345385,2.163871,0.9884411,-0.4552876,0.1429876,-0.5946643,2.325687,0.4120082,1.030381,-1.033314,3.422622,1.856659,1.805408,0.1830521,1.048527,1.595496,-0.8171961,0.5131366,0.460632,1.40156,0.4545229,1.908433,-0.2663361,-0.6639933,-0.7608609,-2.565842,-0.6271538,-0.92659,1.142025,-0.8479413,0.5296007,-1.214653,0.1858859,-0.111079,0.03577605,-0.1180893,0.5441574,3.481678,1.991326,0.8063228,-1.400966,-0.2723771,-1.459106,-1.628438,0.355435,-0.05244759,-1.814374,0.1588473,0.334378,2.777625,0.3810081,0.3072008,-2.587166,1.387514,0.8842393,-0.5243258,0.2055652,-1.451167,-1.278735,1.44313,2.580688,-0.5050057,-1.072361,-1.888332,-0.05088258,-2.312762,-0.5837665,0.710171,3.274966
-0.7121096,1.055,1.320639,-1.495062,-1.46221,-1.738829,3.685416,-1.560654,-1.249106,2.449261,-3.40794,-0.7753329,-2.635955,0.3222967,1.005115,0.3206855,-0.6087511,-2.024899,-0.1698379,-1.433521,0.5667868,-2.082348,1.737469,-0.4272458,0.2682779,0.1520171,0.6835808,1.941252,-1.469739,3.311411,-0.5959383,0.3195747,0.4964331,0.3011422,0.4994799,0.6193118,0.5463889,0.2041927,-0.1305613,-0.01483791,-1.375104,3.968664,0.3321909,-0.01539941,1.198308,0.6473823,-0.309523,0.4787259,0.1608258,-1.897892,0.3696578,1.177296,-0.998352,1.718387,-1.739375,1.796043,-2.03417,1.3338,-2.362916,1.031808,-2.243046,1.279953,-1.55459,3.196224,-1.779638,1.226678,1.848761,-2.659428,-0.7447749,-1.466113,0.05400364,-0.2515081,-1.017489,-0.6625942,-0.4234592,-0.9980264,-0.5459419,1.235378,-0.438445,2.55212,1.214764,-2.187649,2.608059,-1.264637,-1.871571,0.3444735,0.120414,-0.9417464,0.8546522,2.426762,-0.02966266,-1.594829,-1.08763,1.658682,-0.8037218,1.287026,1.252802,1.876931,-1.261111,-0.5012879
-0.896614,-0.05473349,2.445013,1.909827,0.08553758,-2.272842,-1.939294,2.665418,-1.01772,-1.205285,-2.518332,-2.032983,-0.7338534,-2.473491,-0.3195137,0.2916274,1.249407,0.1415749,1.393906,1.240503,-1.057196,1.324128,-2.336296,0.5478008,-1.828867,-0.05359409,-0.9625398,0.5935171,0.300714,1.453595,0.8699155,-0.08389983,1.088444,1.382944,0.1268457,0.6001555,0.2962385,0.5515489,-0.06873599,2.563873,2.115994,-2.542994,0.465055,-0.4660027,-0.5956736,1.794672,-1.001258,0.3999001,0.5080589,0.4594778,-0.7173062,0.2599142,1.230139,1.168061,0.8890676,-1.588587,-0.9667488,0.2124058,-0.5097499,-0.1948096,2.413358,-0.10666,-0.7604708,-2.293242,0.7297352,0.3055728,1.622557,3.019602,-1.605181,0.5498863,-0.5810992,-0.1764651,-1.096444,-0.3244265,-0.6679804,-1.749764,-1.094823,-1.253465,1.301368,0.3581803,3.918132,-0.3658535,-0.3051753,1.845621,0.2949879,-2.48422,-1.534765,-0.6327729,-0.7659616,2.223799,-0.4977945,-0.4369198,-3.926568,-1.133708,1.586265,0.2539657,1.584277,0.82015,1.495513,-2.715569
-1.543155,-1.350298,-1.070596,-0.1536852,0.701878,2.044919,0.116866,-0.9689227,0.7287771,-1.169599,-0.1989132,-1.646491,-2.650676,-3.228646,-4.089636,-5.886917,-4.136313,-0.5265311,0.8084493,1.908227,2.468275,1.359242,-0.06860581,0.08634147,0.3376286,1.833898,-1.453284,-0.08879653,0.3677307,0.03368071,0.3628538,2.772498,1.197314,2.156759,1.045297,-0.9331032,2.60015,2.787622,1.846176,1.254655,3.309861,4.832504,3.335257,1.532023,3.243127,2.994555,-0.194502,-0.4851717,-0.5772419,0.8794374,0.975498,0.3991768,1.608223,1.811888,0.3790939,1.065008,-0.07155535,-0.4961444,-0.3887477,0.2370138,-2.525761,-1.335561,-0.7540497,-1.213978,-2.159436,-1.746482,-1.147049,0.6875461,0.7756906,-0.1103443,-0.2023538,-0.8850962,-1.639719,-2.68393,-4.117736,-1.746679,0.01089415,-0.6457375,-0.5198495,-1.270409,-1.355923,1.898655,2.945266,0.06446132,2.879695,3.347461,0.8685658,-1.045085,-1.273169,-1.277738,0.2515132,0.5165319,-0.3163245,-2.35378,-2.354046,-3.738623,-2.090582,0.3819171,1.801487,2.035399
0.6859157,-1.677205,0.7302463,-1.320361,2.404948,-1.47144,2.528376,-2.130385,1.402918,0.597721,-0.06174067,2.035448,-0.3454936,-0.5299469,-1.424742,-1.859028,-2.080582,-0.2128104,-0.3206816,0.611433,-0.2618109,0.3381118,0.4683335,-0.07792893,-1.422698,1.907992,1.066299,-1.062239,1.232126,-0.2926446,1.119106,-1.415057,1.019863,-0.2117807,1.023429,0.00213629,-1.109265,2.360887,0.3911065,1.267264,-2.180234,2.905343,1.419994,0.8047962,0.7029943,1.804422,0.2413082,-0.4206257,0.3346158,-0.5251223,0.981027,-0.2056299,0.6526419,1.114807,-0.08642253,0.5566078,0.1266758,-0.6798403,0.5632503,-0.5876445,1.567296,-1.159616,-2.172468,0.5513331,-1.273166,-1.063956,-0.6841596,-0.4309101,-1.058714,1.496048,-0.2139163,-0.852944,0.2613053,-0.8565813,-1.947054,-1.673478,0.4239999,-0.7879426,0.5353773,-0.5107081,-0.9914671,-1.443856,1.20297,0.7858156,1.058842,0.2708414,1.196572,-0.2225566,-0.4327275,-0.01590687,-1.405944,1.384815,-0.6860933,1.164138,-0.006228119,0.9538944,-2.962366,-0.1298497,0.5620625,-1.861478
-0.9745297,0.1173773,-0.4028645,1.561015,-0.1447262,0.7671303,-0.2698575,-3.033733,0.5759838,-1.950724,0.1868458,-0.3040245,-0.5369478,0.1494893,-0.07862432,0.09244946,0.8128536,1.666047,-0.7368177,1.304727,-1.161114,-1.782383,-1.844574,-0.995783,0.1699176,0.07025865,-1.075263,0.167396,1.046471,0.5571851,1.249409,-0.07906341,0.05910677,0.3218206,-0.2030244,0.3469243,0.5240937,0.4953018,0.07973475,0.8122094,0.8915774,-0.8492211,-0.1998163,-1.304353,-0.8018954,0.368985,1.644529,-0.2342842,-0.8339604,-0.8369982,0.4865499,-0.1590977,0.7948003,1.513142,2.400426,-1.991898,0.64476,0.4415273,0.4832719,1.019957,1.064263,0.7075663,-1.25079,0.8581846,-1.611376,0.817648,0.6347158,0.5854729,-1.849812,1.966674,1.292812,-0.09102356,2.237326,0.8361616,0.5807073,0.5604421,-1.404313,1.739878,-0.5324405,-0.6235346,-0.1311027,-0.7447366,-1.338836,-0.5961629,-2.931133,-0.1177707,-0.823203,0.1589574,-0.1640736,-0.7752237,-0.5499825,-1.493608,-0.4117244,2.61958,0.839901,0.05375902,-1.8434,-1.566714,0.4734555,1.785761
-2.901909,1.276285,2.15612,3.665333,2.344011,1.010348,1.065967,-2.707119,2.288511,0.03473817,1.451567,1.202322,-0.9924384,1.122583,0.06681512,-0.8136505,1.088641,3.323479,2.276545,4.352696,2.621831,3.60279,2.788791,-0.751579,-0.3473992,-2.473752,-0.2466036,-0.9281827,-1.261274,-0.7014548,0.2147446,0.09191962,0.7367124,0.908691,2.263884,-0.1012956,-0.04200511,-1.311809,-1.235161,-2.891444,-1.665896,0.2237376,-4.928738,-1.74007,-1.740816,-2.204537,-1.584565,-1.312411,-3.990945,-4.001791,-3.118801,-3.482972,0.6723351,0.375478,-0.1836843,0.285797,0.00936757,-1.491244,0.7245886,2.449152,2.925858,1.264646,-0.4575184,-0.6202979,-2.005265,0.08660947,1.780161,3.916989,6.064183,2.359833,3.10866,2.625061,2.180323,1.319581,1.13552,-0.4030126,0.7380248,-1.350111,-2.127106,-1.172214,-3.347051,-1.667098,0.8755238,-0.05886085,1.613899,0.6258668,0.1338833,-3.184542,-0.6921338,-0.3954767,0.9193287,0.02473103,-0.5695378,0.3084375,-1.984374,-3.816624,-2.825071,-0.1645393,-0.9806231,-1.727897
-0.06350862,0.4459858,-1.988477,3.08843,-5.066101,3.445193,-2.164496,1.464896,1.474962,0.3358432,1.526545,-0.2201906,2.336329,-0.5499945,-2.294234,0.4937864,-1.122134,0.1331096,-0.3006411,0.3299876,-0.8550766,0.08373091,1.560023,0.886323,-1.844398,1.154156,1.345132,-2.988382,0.5412287,-0.4773951,0.9275072,0.151311,2.203798,0.7791191,1.03143,-0.2381964,0.7299786,-0.4552643,1.195981,-2.078535,0.8600649,-1.496574,1.274337,0.3337609,-0.2951747,-1.08314,0.3715532,-1.324109,-0.1073879,0.4042861,-1.651464,-1.348347,1.157538,-2.468719,0.8782575,0.2836678,0.9989426,-1.271674,1.120839,-2.035824,2.156175,-0.3143819,0.7168137,-1.501256,2.66689,0.239846,-1.094047,-0.3129978,0.5271876,-0.7199003,-0.3879403,-0.2981575,0.7002024,-0.7823282,-0.4118955,0.1467248,0.4555483,-3.091762,0.1132998,-1.218953,-0.3334077,1.108035,-0.7988502,1.739834,-1.541558,0.3367379,-1.273731,-0.4717136,-1.390465,1.304255,0.4548038,0.9801397,0.3873273,-2.139408,-0.07199424,-2.808135,2.999131,0.2176743,2.81617,1.337489
-0.5516986,3.546016,-1.014798,-0.8905051,-2.512767,-2.25158,0.0366146,-0.3101639,-0.863211,-0.1468264,-0.9759135,-1.295468,-1.288897,-2.220287,-1.052876,0.7220048,0.8894672,-0.7488084,-5.291631,-2.547115,-3.12654,-2.45215,-2.27343,-0.8148785,-0.0741379,-0.2965741,3.833648,1.090715,2.389556,3.529171,1.120846,-0.5631827,1.186033,-0.4688119,-0.3165909,-0.9429215,0.1732996,1.34701,2.418852,0.1453933,0.3766176,0.6649835,3.388131,1.459078,3.141412,2.7403,2.248093,0.814052,0.7076275,1.273702,1.901999,2.02981,3.264488,0.7760984,1.223927,-1.135436,1.301906,-0.6081744,-0.5946219,-1.51806,-1.089483,-3.421899,-1.242806,1.056749,2.379434,1.941962,1.918488,2.070785,-2.252261,-2.162319,-2.983403,0.6697206,-3.932347,-1.525408,-1.432792,-1.314463,0.06884646,0.4528564,-2.495629,2.303877,0.03221828,0.7611852,1.855275,1.347254,-3.428305,-2.609651,-0.679461,0.6457723,-0.5102626,0.010331,0.1579299,-0.2980279,3.444573,-3.37532,0.5336303,-0.4236313,3.172436,1.671862,-2.514807,0.6042949
